Date,Time,RSSI(dB),RxBt(V),VFAS(V),Curr(A),mAh(mAh),Pwr(W),Rud,Ele,Thr,Ail,P1,P2,SA,SB,SC,SD,SE,SF,SG,SH,LSW,CH1(us),CH2(us),CH3(us),CH4(us),CH5(us),CH6(us),CH7(us),CH8(us),CH9(us),CH10(us),CH11(us),CH12(us),CH13(us),CH14(us),CH15(us),CH16(us),CH17(us),CH18(us),CH19(us),CH20(us),CH21(us),CH22(us),CH23(us),CH24(us),CH25(us),CH26(us),CH27(us),CH28(us),CH29(us),CH30(us),CH31(us),CH32(us),TxBat(V)
2024-12-25,13:30:11.340,78,5.3,1.19,7.8,45,9.2,-4,1,204,195,-940,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1559,1522,1602,1498,1529,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-25,13:30:11.840,82,5.3,1.19,7.6,46,9.0,-4,-2,204,160,-940,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1551,1523,1602,1498,1525,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-25,13:30:12.340,85,5.2,1.18,8.1,47,9.5,-3,10,204,240,-939,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1570,1517,1602,1499,1535,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-25,13:30:12.840,79,5.2,1.18,9.2,48,10.8,162,0,286,118,-940,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1542,1524,1643,1581,1521,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-25,13:30:13.340,70,5.2,1.18,11.1,49,13.0,-3,-2,380,-8,-940,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1516,1528,1690,1499,1508,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-25,13:30:13.840,84,5.3,1.17,10.4,51,12.1,-4,-18,380,270,-939,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1577,1536,1690,1498,1539,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-25,13:30:14.340,86,5.3,1.17,10.7,52,12.5,-4,-25,380,71,-940,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1532,1539,1690,1498,1516,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-25,13:30:14.840,90,5.3,1.17,10.1,54,11.8,-4,-1,380,77,-939,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1533,1527,1690,1498,1517,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-25,13:30:15.340,87,5.3,1.17,10.3,55,12.0,-5,26,380,58,-940,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1529,1514,1690,1498,1515,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-25,13:30:15.840,88,5.3,1.17,10.7,56,12.5,-3,-5,380,-6,-940,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1517,1529,1690,1499,1508,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-25,13:30:16.340,86,5.2,1.17,10.4,58,12.1,-2,-4,381,3,-940,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1518,1529,1690,1499,1509,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-25,13:30:16.840,82,5.2,1.17,10.7,59,12.5,0,-3,381,97,-940,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1537,1528,1690,1500,1519,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
